"fid","distance","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"LHQ1-DD9",110640.898655106,53.6835,-1.8451,"Crawstone Hall Greetland, Elland, West Riding, Yorkshire, England",54.5871,-1.1385,"West Riding, Yorkshire, England"
"LHQ1-Q46",800062.435026697,50.5152,4.5744,"Ligny, Namur, Belgium",45.5308,12.3308,"Venice, Veneto, Italy"
"LHQ5-XRJ",126706.107318418,51.6904,-2.4572,"Berkeley Castle, Berkeley, Gloucestershire, England",52.77951,-1.91711,"Arden Manor and Longcroft Hall, Staffordshire, England"
"LHQ9-16W",105270.004593224,53.06666,-2.81666,"Harden, Cheshire, England",52.4379,-1.6496,"England"
"LHQ9-LPT",167743.360347865,52.103,-0.222,"Biggleswade Hundred, Bedfordshire, England",51.38163,-2.35875,"Bath Abbey, Bath, Somerset, England"
"LHQH-29M",174079.715183811,53.98972,-1.97208,"Skipton, Craven, North Yorkshire, England, United Kingdom",52.4379,-1.6496,", , , England, United Kingdom"
"LHQK-N57",127746.507923023,53.88333,-2.46666,"Bashall Eaves, Yorkshire, England, United Kingdom",53.29746,-0.80414,"Rampton, Nottinghamshire, England, United Kingdom"
"LHQM-1KT",152127.828195221,52.2482,1.2097,"Kenton, Suffolk, England, United Kingdom",51.535,-0.6793,"Hitcham, Buckinghamshire, England, United Kingdom"
"LHQM-9CQ",519904.671805535,33.8,-87.3,"Walker, Alabama, United States",34.35,-92.9,"Hot Spring, Arkansas, United States"
"LHQS-DMV",160786.561859376,53.7806,-2.5365,"Osbaldeston, Lancashire, England",52.4379,-1.6496,"England"
"LHQY-95Q",102984.406410344,50.25116,-5.06676,"Castle Of Tregoney, Cornwall, England",50.4388,-3.6472,"Berry Pomeroy, Devon, England"
"LHR1-TRL",230582.356347704,50.983,0.7303,"Iden, Sussex, England, United Kingdom",52.4379,-1.6496,"England, United Kingdom"
"LHR6-QFV",119866.566219999,51.89337,-2.0901,"West Hall, Cheshire, England",52.9,-2.71667,"Coton Hall, Alveley Parish, Shropshire, England"
"LHR6-R2G",171839.12001465,38.183,-77.2677,"Rappahannock, Virginia, British Colonial America",36.8494,-76.2875,"Norfolk, Norfolk, Virginia, British Colonial America"
"LHR8-F61",102945.467374181,52.4379,-1.6496,"England",52.1201,-3.0691,"Whitney, Herefordshire, England"
"LHR8-KRX",5913480.04165573,51.9553,-0.1697,"Weston, Hertfordshire, England, United Kingdom",38.483,-76.983,"Charles, Maryland, United States"
"LHRG-PTG",947698.700028859,43.53971,2.65064,"Languedoc, France",51.48333,-1.9,"Clyffe Pypard, Wiltshire, England"
"LHRG-WZ4",615404.327913263,46.5833,0.3333,"Poitiers, Vienne, Poitou-Charentes, France",52.09802,0.92818,"Nedging, Suffolk, England"
"LHRM-LVC",6105052.75870492,42.02,-83.6133,"London, London, England",51.522,-0.0467,"Stepney St Dunstan, London, England"
"LHRM-ST7",227664.502611277,54.25,-4.5,"Isle of Man",56.25,-5.25,"Ramsey, Isle of Man, Argyll, Scotland"
"LHRY-3ZR",125121.136532062,52.979,-0.0235,"Boston, Lincolnshire, England",52.4379,-1.6496,"England"
"LHSH-5P2",124249.296225384,53.15812,-0.23925,"Lincolnshire, England",52.4379,-1.6496,"England"
"LHSH-626",390383.362578377,54.11667,-0.71667,"Settrington, Yorkshire, England",50.85,-2.813,"Seaborough, Dorset, England"
"LHSH-D53",234722.167238527,52.49907,1.53496,"Stockton, Norfolk, England",54.12157,-0.71949,"Settrington, Yorkshire, England"
"LHSP-VG7",5311781.56903558,52.05272,0.72798,"Sudbury, Suffolk, England",42.325,-71.0958,"Roxbury, Boston, Suffolk, Massachusetts, United States"
"LHSQ-X2Y",714740.703662077,35.2,-85.15,"Hamilton, Tennessee, United States",34.35,-92.9,"Hot Spring, Arkansas, United States"
"LHT2-PSL",5142221.51843938,52.4379,-1.6496,"England",42.21667,-70.95,"Weymouth, Massachusetts Bay Colony, British Colonial America"
"LHT2-Q2L",1429102.78319482,41.81,-72.73,"Hartford, Connecticut, United States",42.3292,-90.0397,"Stockton Township, Jo Daviess, Illinois, United States"
"LHT5-R49",190774.371415766,53.26833,-6.19972,"Leopardstown, County Dublin, Ireland",53.66667,-9,"Galway Castle, Connaught, Ireland"
"LHT6-5LJ",883151.542868737,46,2,"Damoys, France",53.80918,-0.18092,"Holderness, Yorkshire, England"
"LHT7-T7F",102102.797058494,52.90919,1.27922,"Felbrigg, Norfolk, England, United Kingdom",52.0285,0.8586,"Boxford, Suffolk, England, United Kingdom"
"LHTC-39Z",102358.264974682,50.9556,-4.1356,"Great Torrington, Devon, England, United Kingdom",50.25116,-5.06676,"Cornwall, England, United Kingdom"
"LHTC-S6B",219137.675256808,50.76935,-3.06556,"Shute, Devon, England",51.7521,-0.3395,"St Albans, Hertfordshire, England"
"LHTD-13Z",183400.728669813,54.0722,-1.9978,"Grassington, Yorkshire, England",52.4379,-1.6496,"England"
"LHTD-SZ4",352313.298741432,46,2,"Fouvent, France",47.7993,5.8116,"Montigny-lès-Cherlieu, Haute-Saône, Franche-Comté, France"
"LHTM-J1X",120623.738784636,51.17416,-1.42138,"Wherwell, Hampshire, England",50.9671,-3.1141,"Pitminster, Somerset, England"
"LHTN-SP8",311019.47474058,56.5,-4,"Dalhousie, Perthshire, Scotland",53.81849,-2.62573,"Lancashire, England"
"LHTP-J6D",122877.29792955,51.28084,1.07904,"Canterbury, Kent, England",51.88461,-0.40813,"Luton,,Bedfordshire,England"
"LHTQ-G4F",5175562.22048105,51.9202,-1.4553,"Enstone, Oxfordshire, England",42.20928,-71.00637,"Braintree, Suffolk, Massachusetts Bay Colony, British Colonial America"
"LHTQ-SPS",140977.221481371,52.4379,-1.6496,"England",51.816,0.1475,"Sawbridgeworth, Hertfordshire, England"
"LHTT-4YG",176819.626826539,51.01667,-0.01667,"Broadhurst, Horsted Keynes, West Sussex, England",51.99839,-2.02309,"Tewkesbury, Gloucestershire, England"
"LHTV-TC7",611708.844598617,41.61667,-70.98333,"Dartmouth, Bristol, Massachusetts, United States",46.28024,-66.94188,"Douglas, York, New Brunswick, Canada"
"LHTV-TZV",592025.51962662,41.61667,-70.98333,"Dartmouth, Bristol, Massachusetts, United States",46.08636,-66.9827,"Douglas, York, New Brunswick, British Colonial America"
"LHTY-SLD",119460.367809682,51.8251,-1.0938,"Boarstall, Buckinghamshire, England",51.2242,0.3353,"Hadlow, Kent, England"
"LHTY-X7L",162540.307503815,52.4379,-1.6496,"England",51.8808,0.5506,"Braintree, Essex, England"
"LHTZ-BXL",210986.805890107,52.5352,-2.769,"Church Stretton, Shropshire, England",50.6674,-3.2873,"Otterton, Devonshire, England"
"LHV2-TVK",368466.837715998,51.43057,-3.1888,"Cogan, Glamorgan, Wales, United Kingdom",51.8983,-8.4729,"Cork, County Cork, Ireland"
"LHV6-1N3",112002.660371118,53.11667,-0.16667,"Coningsby, Lincolnshire, England",52.6293,1.2917,"Norwich, Norfolk, England"
"LHV6-SBZ",153662.003585951,45.0437,3.8853,"Le Puy-en-Velay, Haute-Loire, Auvergne, France",45.1667,5.8333,"Grenoble, Isère, Rhône-Alpes, France"
"LHV9-JKY",204553.708902115,42.512,-70.908,"Salem, Massachusetts Bay Colony, British Colonial America",41.06472,-72.42667,"Southold, Suffolk, New York Colony, British Colonial America"
"LHVB-2CR",167196.092857219,51.15,-0.4,"Mole Valley, Surrey, England",52.4379,-1.6496,"England"
"LHVB-P72",5374559.4366909,51.2808,1.079,"Canterbury, Kent, England",41.864,-70.812,"Plymouth Colony, British Colonial America"
"LHVC-K3J",447109.186206955,50.75,6.1667,"England, Brand, Aachen, North Rhine-Westphalia, Germany",51.51,-0.12,"London, England"
"LHVF-CR1",308227.957304747,54.98333,-3.26666,"Annandale District, Dumfriesshire, Scotland",52.6914,-0.6325,"Exton, Rutland, England"
"LHVG-DXB",852193.047657814,50.96,4.21,"Flanders, Belgium",56.81674,-4.18396,"Scotland"
"LHVH-1SW",108859.982585178,51.6714,-4.908,"Pembroke, Pembrokeshire, Wales",51.9489,-3.3913,"Breconshire, Wales"
"LHVH-QN6",668028.037256401,50.854,-0.5577,"Arundel, Sussex, England",56.5,-4,"Perthshire, Scotland, United Kingdom"
"LHVN-SMK",5211855.91779473,52.4379,-1.6496,"England",41.521,-71.285,"Middletown, Newport, Rhode Island, United States"
"LHVT-87N",227620.297115111,54.78333,-4.56667,"Mochrum, Wigtownshire, Scotland",56.81674,-4.18396,"Scotland, United Kingdom"
"LHVW-G4T",222727.723250359,50.87387,0.36216,"Wartling, Sussex, England",52.4379,-1.6496,"England, United Kingdom"
"LHW3-S2B",131888.757100097,51.92121,-4.02676,"Llandyfeisant, Carmarthenshire, Wales",52.99078,-3.19037,"Maes Yr Uchan, Denbighshire, Wales"
"LHW5-CGS",106383.254359505,51.9211,-2.9606,"Alt Yr Ynyc, Walterstone, Ewyas, Herfordshire, England",52.4379,-1.6496,"England"
"LHW6-XZ4",126356.64973452,52.1739,-0.9394,"Blisworth, Northamptonshire, England",51.16667,-1.78333,"Amesbury, Wiltshire, England"
"LHW9-JQK",5301048.21584863,51.6867,0.0028,"Waltham Abbey, Essex, England",42.292,-71.426,"New Roxbury, Suffolk, Massachusetts Bay Colony, British Colonial America"
"LHWC-HLK",155458.585556292,53.5428,-2.7323,"Upholland, Lancashire, England",52.33781,-1.56089,"Warwickshire, England"
"LHWC-HZ9",110351.428548251,51.39235,-2.04346,"Wiltshire, England",52.33781,-1.56089,"Warwickshire, England"
"LHWD-FRW",145986.655213499,50.96667,-2.31667,"Marnhull, Dorset, England",50.58333,-4.3,"Dunterton, Devon, England"
"LHWF-BN7",144708.540063166,51.9901,5.1031,"Vianen, South Holland, Netherlands",51,3.75,"East Flanders, Belgium"
"LHWP-6YX",1501915.12786787,48.9286,2.0418,"Poissy, Yvelines, Ile-De-France, Kingdom of France",36.8058,10.1796,"Tunis, Tunisia, North Africa"
"LHWQ-XT4",278651.424646064,52.2751,1.0653,"Suffolk, England",50.766,-2.14508,"Dorset, England"
"LHX2-R7G",5070077.43033275,54.9714,-1.614,"Newcastle upon Tyne, Northumberland, England",42.37083,-71.11667,"Cambridge, Middlesex, Massachusetts Bay Colony, British Colonial America"
"LHX3-YYV",178769.082622985,63.6059,10.0124,"of Rissa, Sør-Trøndelag, Norway",62,10,"Norway"
"LHX6-Y3R",255395.448077488,50.8364,-0.7778,"Chichester, Sussex, England",50.97243,-4.40989,"Hartland, Devon, England"
"LHXC-PKG",4985732.23316808,53.13333,-2.66667,"Tiverton, Cheshire, England",43.2,-70.9167,"Dover Neck, Strafford, New Hampshire, United States"
"LHXL-XPP",282497.930691144,51.88419,-2.14462,"Gloucestershire, England",54.4116,-1.76336,"Richmond, Yorkshire, England"
"LHXW-5BS",503737.595233865,46,2,"France",41.542,0.9234,"Arbeca, Lleida, Catalonia, Spain"
"LHXW-Y15",349160.325456019,51.45,-0.01667,"Catford, Kent, England",54.074,-2.858,"Poulton, Lancashire, England"
"LHXW-YSR",407692.413701529,46,2,", , , France",42.3674,2.6502,"Coustouges, Céret, Pyrénées-Orientales, Occitanie, France"
"LHXY-GKC",287744.070136016,50.88333,-0.31667,"Bramber, Sussex, England",52.33022,-3.76641,"Wales"
"LHXZ-CCF",114578.708496156,53.1279,-2.9124,"Pulford, Cheshire, England",52.4379,-1.6496,"England"
"LHYD-9T6",103094.262026962,51.76274,-0.65918,"Great Hampton, Buckinghamshire, England",51.88419,-2.14462,"Aston, Gloucestershire, England"
"LHYG-P92",873094.799802627,51.8182,-0.4374,"Flamstead, Hertfordshire, England",43.977,-0.176,"Gascony, France"
"LHYM-252",593908.360104876,58.6,13.08333,"Stola, Strö, Skaraborg, Sweden",53.5508,9.9877,"Hamburg, Germany"
"LHYM-QH2",191767.921532216,50.854,-0.5577,"Arundel, Sussex, England",52.4379,-1.6496,"England"
"LHYS-HSS",176354.020604436,53.47701,-0.58554,"Partney, East Lindsey, Lincolnshire, England, United Kingdom",51.91667,-0.13333,"Walkern, East Hertfordshire, Hertfordshire, England, United Kingdom"
"LHZ3-4K8",132163.632364965,52.2797,-1.5849,"Warwick Castle, Warwickshire, England",51.51,-0.12,"London, , Middlesex, England"
"LHZ4-J4G",237376.209981939,50.73646,-3.71887,"Devon, England",52.4379,-1.6496,"England"
"LHZ6-SF2",109423.236472263,49.1421,2.2869,"Beaumont-sur-Oise, Val-d'Oise, Ile-de-France, France",49.167,0.7844,"Harcourt Eure, Haute-Normandie, France"
"LHZ7-V1X",237376.209981939,50.73646,-3.71887,"Hole, Devon, England",52.4379,-1.6496,"England"
"LHZB-46H",955712.563899248,46,2,"Francia",41.9051,12.4971,"Rome, Roma, Lazio, Italy"
"LHZB-49T",144206.046309811,41.6333,-8.35,"Amares, Braga, Portugal",40.3607,-8.0292,", Tábua, Coimbra, Portugal"
"LHZH-7ZK",6630389.27873536,55.07716,-1.63633,"Castle, Northumberland, England",50.7207,-112.3292,"Lathom & Knowsley, Yorkshire, England, United Kingdom"
"LHZK-MKW",155109.134664072,53.7453,-0.3384,"Hull, Yorkshire, England",52.3995,0.2625,"Ely, Cambridge, England"
"LHZL-RY8",118419.576670609,53.95887,-1.06697,"Yearsley, York, Yorkshire, England",52.9235,-1.477,"Derby, Derbyshire, England"
"LHZL-T1V",170087.532937331,51.9048,0.3312,"Great Easton, Essex, England",51.88419,-2.14462,"Gloucestershire, England"
"LHZQ-59P",804787.432038376,37.5,-85.25,"Kentucky, United States",34.3053,-93.2614,"Beaton, Hot Spring, Arkansas, United States"
"LHZQ-PTC",578868.337317042,35.75,-86.25,"Tennessee, United States",34.75,-92.5,"Arkansas, United States"
"LHZR-F94",189069.397807948,50.9889,-3.0799,"Orchard Portman, Somerset, England",52.4379,-1.6496,"Wessex, England"
"LHZY-YKH",174350.429729309,52.9833,-4.4167,"Gwydir, Caernarfonshire, Wales",51.56777,-3.32101,"Llantwit Fardre, Glamorgan, Wales"
"LJ11-MPX",155395.754038151,51.6759,-0.6078,"Amersham, Buckinghamshire, England",51.9693,-2.8159,"Kilpeck, Herefordshire, England"
"LJ13-BT8",193084.643511429,50.8158,-2.0847,"Shapwick, Dorset, England",51.9015,0.0818,"Albury, Hertfordshire, England"
"LJ18-RRZ",268830.869359026,52.1877,-0.1459,"Great Gransden, Cambridgeshire, England",54.43333,-1.63333,"Moulton, Yorkshire, England"
"LJ1F-2MV",584522.238580778,55.9361,-3.2141,"Merchiston Tower, Merchiston, City of Edinburgh, Midlothian, Scotland",50.6956,-2.6612,"Puncknowle, Dorset, England"
"LJ1F-Q9D",265495.155929565,43.1,12.3,"Italy",45.4657,11.8771,"Padova, Venice, Veneto, Italy"
"LJ1G-N51",306117.456204709,51.51,-0.12,"London, England",53.9352,-2.2613,"Gisburn, Yorkshire, England"
"LJ1J-DPS",196582.677749673,50.8715,-2.9642,"Chard, Somerset, England",52.4379,-1.6496,"England"
"LJ1Y-VKR",197017.744380491,52.4379,-1.6496,"England, United Kingdom",54.13333,-0.8,"Swinton by New Malton, Yorkshire, England, United Kingdom"
"LJ26-M8D",6346594.13557517,58.393,15.0922,"Skänninge, Östergötland, Sweden",39.93667,-75.23,"Kingsessing, Philadelphia, Pennsylvania, British Colonial America"
"LJ2D-6P5",189240.593252308,50.766,-2.14508,"Dorset, England",52.4379,-1.6496,"England"
"LJ2D-8G2",189240.593252308,50.766,-2.14508,"Dorset, England",52.4379,-1.6496,"England"
"LJ2H-W3S",120107.079057391,49.79167,1.10917,"Longueville-sur-Scie, Seine-Maritime, Normandy, France",49.06,-0.11,"Normandy, France"
"LJ2T-622",223374.297047975,53.15812,-0.23925,"Lincolnshire, England",51.2397,0.7209,"Lenham, Kent, England"
"LJ2V-75V",133022.017698752,53.60039,-1.18964,"Burgh Wallis, Doncaster, West Riding Yorkshire, England",52.4379,-1.6496,"England"
"LJ2V-WVS",220172.236943782,54.27201,-0.40908,"St. Mary, Yorkshire, England",52.4379,-1.6496,"England"
"LJ2W-FCH",148303.963914424,55.86667,-3.06667,"Dalkeith, Midlothian, Scotland",57.1989,-3.0746,"Strathdon, Aberdeenshire, Scotland"
"LJ2X-55C",101224.92374296,52.4379,-1.6496,"England, United Kingdom",53.1156,-2.6519,"Bunbury, Cheshire East Unitary authority, Cheshire, England, United Kingdom"
"LJ46-5MF",204705.452669964,51,0.61667,"Newenden, Kent, England",52.7967,1.2516,"Aylsham, Norfolk, England"
"LJ46-PRD",115330.930863956,52.20464,0.11964,"Ottringtown, Cambridge, England",51.2547,0.7873,"Otterden, Kent, England"
"LJ55-G9F",223214.805515081,51.5067,10.7519,"Nordhausen, Thueringen, Germany",49.59792,9.78493,"Zimmern, Main-Tauber-Kreis, Baden-Wurttemberg, Germany"
"LJ59-SGV",615404.327913263,46.5833,0.3333,"Poitiers, Vienne, Poitou-Charentes, France",52.09802,0.92818,"Nedging, Suffolk, England"
"LJ5C-YWM",2018211.3619783,46,25,"Romania",53.53439,-0.75473,"West Butterwick, Lincolnshire, England, United Kingdom"
"LJ5N-1D4",153889.963798338,55.4667,-3.65,"Crawford, Lanarkshire, Scotland",56.81674,-4.18396,"Scotland"
"LJ5P-QLX",212730.997260231,50.63333,-3.78333,"North Bovey, Devon, England",51.38207,-0.98877,"Berkshire, England"
"LJ5X-HTB",561903.920559617,41.0136,28.955,"Istanbul, Turkey",39,35,"Nicaea, Anatolia, Turkey"
"LJB3-LL9",363791.711033442,53.29874,-2.66279,"Aston by Sutton, Cheshire, England",51.12756,1.32542,"Dover Castle, Kent, England"
"LJB5-4BT",241006.899686056,53.75487,-0.74088,"Gilberdyke, Yorkshire, England",51.8443,0.9439,"Fingringhoe, Essex, England"
"LJG2-G5L",181480.182040475,51.2882,0.2223,"Seal, Kent, England",52.4379,-1.6496,"England"
"LJG2-PXJ",184173.179635137,51.30825,0.30846,"Wrotham, Kent, England, United Kingdom",52.4379,-1.6496,"England, United Kingdom"
"LJG2-ZWK",134679.150379314,51.76274,-0.65918,"Buckinghamshire, England",52.8146,-1.6365,"Burton upon Trent, Staffordshire, England"
"LJG4-SV6",147164.441722282,54.5871,-1.1385,"Cleveland, Yorkshire, England",53.40914,-2.1595,"Stockport, Cheshire, England"
"LJG6-RB6",134979.332074319,52.35,-0.85,"Northamptonshire, England",52.7079,-2.7544,"Shrewsbury, Shropshire, England"
"LJGB-5PH",560712.832780293,39.7333,-76,"Nottingham Township, Chester, Pennsylvania, British Colonial America",35.7,-79.81667,"Randolph, North Carolina, United States"
"LJGD-Z9Z",101914.34649026,53.18268,-2.53046,"Cheshire, England",52.4379,-1.6496,"England"
"LJGF-JB3",559184.904730621,55.95736,-4.773,"Greenock, Renfrewshire, Scotland",52.3191,1.1476,"Eye, Suffolk, England"
"LJGL-KRK",158071.642457188,52.4379,-1.6496,"England",51.489,0.065,"Woolwich, Kent, England"
"LJGL-L96",310733.544608308,51.13208,0.75826,"Bethersden, Kent, England",52.33,4.83,"Siege of Burse, Groll, Holland, Netherlands"
"LJGQ-RBB",514710.620020237,53.77847,-1.62123,"Farnley, Yorkshire, England",49.9167,2.5,"Y, Somme, Picardie, France"
"LJGQ-TFH",167844.46300557,51.85229,0.61466,"Essex, England",52.4379,-1.6496,"England"
"LJGY-43C",353146.494642555,52.11349,0.79095,"Lavenham, , Suffolk, England",50.52939,-3.60854,"Newton Bushel, Devon, England, United Kingdom"
"LJGY-4HK",240997.125634092,53.95887,-1.06697,"York, North Yorkshire, England",52.107,0.7983,"Lavenham, , Suffolk, England"
"LJK1-SS6",1231971.94443046,35.7,-79.81667,"Randolph, North Carolina, United States",34.05,-93.16667,"Clark, Arkansas, United States"
"LJK4-3HL",107473.641429361,52.064,-2.5617,"Tarrington, Herefordshire, England",51.14205,-2.10033,"Boyton, Wiltshire, England"
"LJKF-LJ2",175188.940800439,53.1389,8.2137,"Oldenburg, Oldenburg, Niedersachsen, Deutschland",52.6184,10.6748,"Niedersachsen, Deutschland"
"LJKG-9M3",290985.961043082,49.06,-0.11,"Normandie, France",50.462,-3.526,"Torre, Devonshire, England"
"LJKL-PCC",190491.853452466,54,-2.81667,"Ashton Hall, Lancashire, England",52.4379,-1.6496,"England"
"LJKN-PJ8",1244534.5655454,41.5274,-5.3913,"Toro, Zamora, Castilla y León, Spain",51.9379,0.5927,"Gosfield, Essex, England"
"LJKY-YJR",269712.311765337,50.43333,-3.83333,"South Brent, Devonshire, England",52.4379,-1.6496,"England"
"LJL5-VNR",181997.883722997,52.4791,-2.2587,"Enville, Staffordshire, England",51.51,-0.12,"Enfield, London, England"
"LJL7-1ZJ",111468.785346384,55.26667,-3.81667,"Drumlanrig Castle, Dumfriesshire, Scotland",55.6293,-2.1709,"Branxton, Northumberland, England, United Kingdom"
"LJL9-B5H",243228.203801445,50.6141,-3.5841,"Chudleigh, Devon, England",52.4379,-1.6496,"England"
"LJLC-G47",120979.365558143,51.7337,-2.6428,"St Briavels, Gloucestershire, England",51.38207,-0.98877,"Berkshire, England"
"LJLG-XYL",449120.140658429,51.1289,-3.0039,"Bridgwater, Somerset, England",52.5779,-9.1026,"Shanagolden, County Limerick, Ireland"
"LJLL-LF2",129087.734746026,56.81674,-4.18396,"Scotland",55.9538,-2.7846,"Haddington, Haddingtonshire, Scotland"
"LJLN-CFB",5334977.3924931,51.9782,1.0174,"East Bergholt, Suffolk, England",42.36667,-71.16667,"Watertown, Middlesex, Massachusetts Bay Colony, British Colonial America"
"LJLS-YPK",276050.76620389,50.89,4.84,"Leuven, Flämisch Brabant, Belgien",50.8018,8.7654,"Marburg, Landgrafschaft Hessen, Heiliges Römisches Reich"
"LJLT-861",320669.761771512,54.58333,-1.8,"Raby Castle, Durham, England",52.0784,0.5832,"Clare, Suffolk, England"
"LJLT-D66",264216.049602983,54.58333,-1.78333,"Raby, Durham, England",52.2103,-1.862,"Oversley, Warwickshire, England"
"LJLW-DVT",4997557.23638123,51.2099,-2.6437,"Wells, Somerset, England",43.5372,-70.4547,"Saco, York, Maine, British Colonial America"
"LJLY-F4K",752996.628070402,46.5183,3.358,"Toulon-sur-Allier, Allier, Auvergne, France",52.23342,-2.21245,"Worcestershire, England"
"LJN1-LJ6",628086.61545344,54.455,13.3936,"Rügen, Tyskland",59.9125,10.7432,"Mariakirken, Oslo, Norway"
"LJN5-17R",151347.471649865,54.95,-2.68333,"Naworth, Cumberland, England",53.95878,-1.08248,"Yorkshire, England"
"LJNB-MZ1",116471.161236841,52.5629,-3.1492,"of,,Montgomeryshire,Wales",51.5189,-3.2614,"Radyr, Glamorgan, Wales"
"LJPC-KPC",264951.717679246,50.9529,-2.9635,"Ashill, Somerset, England",51.8811,0.5513,"Braintree, Essex, England"
"LJPF-FGR",121985.541067629,48.0735,-0.7652,"Laval, Mayenne, Pays de Loire, France",48.0427,-2.4041,"Guilliers,Morbihan,France"
"LJPF-P9H",3732330.67969883,53.38333,-2.4,"Dunham Massey, Cheshire, England, UK",32.9281,35.0765,"Acre, Akko, Hazafon, Israel"
"LJR1-26S",475424.13036601,48.5214,0.547,"Mortagne, Orne, Basse-Normandie, France",52.76667,1.28333,"Burgh Next Aylsham, Norfolk, England"
"LJR3-DHP",439373.237489568,60.46667,22.71667,"Spurila, Pyhämaa, Turku Pori, Finland",64,26.5,"Finland"
"LJR8-4DW",230307.205784397,51.8609,-4.31153,"Carmarthenshire, Wales",53.2295,-6.86331,"Offaly, Kildare, Ireland"
"LJRG-7ST",481676.473645445,49.5898,1.3138,"Estouteville, Seine-Maritime, Haute-Normandie, France",53.7824,-0.4143,"Cottingham, Yorkshire, England"
"LJRH-72R",275354.441916697,50.6062,-4.513,"Altarnun, Cornwall, England, UK",52.5873,-2.1279,"Wolverhampton, Staffordshire, England, UK"
"LJRH-757",330476.757170999,50.25116,-5.06676,"Cornwall, England",52.5873,-2.1279,"Wolverhampton, Staffordshire, England"
"LJRH-QGX",283370.548250829,52.4379,-1.6496,"Linkinhorne, Cornwall, England",50.539,-4.3731,"Linkinhorne, Cornwall, England"
"LJRL-VNW",4916569.0967378,50.25116,-5.06676,"Cornwall, England",43.1978,-70.8742,"Dover, Strafford County, New Hampshire, British Colonial America"
"LJRN-L8N",5275637.66259682,50.78333,-3.65,"Crediton, Devon, England",41.1872,-73.1305,"Stratford, Fairfield, Connecticut, United States"
"LJRP-6SP",113770.715686167,52.08805,-2.13327,"Defford, Worcestershire, England",51.37525,-0.95064,"Swallowfield, Wiltshire, England"
"LJRR-YWW",388527.492920626,55.65,-2.2,"Cornhill, Northumberland, England",52.24052,-0.93073,"Northampton, Northamptonshire, England"
"LJRT-TWP",657583.842216524,55.2,-2.75,"Liddesdale, Roxburghshire, Scotland",49.75,1,"Seine Inferieure, Normandie, France"
"LJRY-1TW",5153099.65594127,52.08357,-1.92795,"Bengeworth, Evesham, Worcestershire, England",41.9667,-70.9667,"Bridgewater, Plymouth Colony, British Colonial America"
"LJRY-LG7",5153099.71556023,52.08357,-1.92795,"Bengeworth, Worcestershire, England",41.96667,-70.96667,"Bridgewater, Plymouth, Massachusetts Bay Colony, British Colonial America"
"LJT2-FX5",232826.742485202,50.61666,13.01667,"Wiesa, Annaberg, Chemnitz, Saxony, Germany",51.5,10,"Germany"
"LJTJ-BK1",234722.439596937,51.3018,1.2277,"Preston, Kent, England",52.4379,-1.6496,"England"
"LJTK-R63",156151.743942294,51.5525,-1.1518,"Moulsford, Berkshire, England",52.95,-0.954,"Bingham's, Melcombe, Dorsetshire, England"
"LJTL-98Y",461968.732199989,50.1322,2.5741,"Bayencourt, Somme, Picardie, France",46,2,"France"
"LJTT-ZYP",3162162.16798161,46,2,"France",32.9281,35.0765,"Acre, Palestine (Now Holy Land, Akko Hazafon, Israel)"
"LJV6-8JN",225461.523567006,56.06496,-4.45107,"Drymen, Stirlingshire, Scotland",57.47017,-1.78891,"Stirling, Aberdeenshire, Scotland"
"LJVC-WZ8",122403.221905914,48.7678,0.15898,"Exmes, Argentan, Orne, Lower Normandy, France",49.6825,1.0934,"Seine-Maritime, Haute-Normandie, France"
"LJVR-5TT",123922.488085096,53.4,-2.45,"Warburton, Cheshire, England",53.14,-4.26,"Caernarfonshire, Wales"
"LJVS-J47",187178.090780387,54.3,10.88333,"Oldenburg, Oldenburg, Schleswig-Holstein, Germany",55.6762,12.5675,"Copenhagen Castle, Copenhagen, Copenhagen, Denmark"
"LJY8-6G3",118119.44747243,51.6597,-0.9914,"Shirburn, Oxfordshire, England",50.84767,0.09996,"West Firle, Sussex, England"
"LJYB-KZZ",5149884.9067417,52.08357,-1.92795,"Bengeworth, Worcestershire, England",41.864,-70.812,"Plymouth Colony, British Colonial America"
"LJYC-2GH",964885.688916055,34,-81,"South Carolina, United States",36.3164,-91.2225,"Ravenden Springs, Randolph, Arkansas, United States"
"LJYH-XC9",210547.947457432,52.4379,-1.6496,"England",54.18811,-0.44916,"Willerby (near Kirk Ella), Yorkshire, England"
"LJYJ-2GM",6214879.86078102,50.766,-2.14508,"Dorset, England",35.7,-79.81667,"Randolph, North Carolina, United States"
"LJYN-G31",369598.103115937,55.16889,-1.68767,"Morpeth, Northumberland, England",52.2751,1.0653,"Suffolk, England"
"LJYQ-VZY",309613.229559329,54.1468,-2.766,"Warton, Lancashire, England",52.2833,0.6833,"Hengrave, Suffolk, England"
"LJYY-VVY",375046.793914527,52.83333,1.5,"Walcott, Norfolk, , England",51.01193,-3.09766,"Taunton, Somerset, , England"
"LJYZ-951",5229675.14871244,52.02423,-0.41254,"Bedfordshire, England",42.42579,-71.06572,"Malden, Middlesex County, Massachusetts Bay Colony, British Colonies"
"LK11-8WT",316248.867285847,55.29456,-1.94634,"Rothbury, Norfolkshire, England",52.61667,-0.33333,"Helpston, Northamptonshire, England"
